grain,level,horizon_days,quantile,feature,importance
Direct,campaign_type,30,0.5,spend_lag_7,0.0
Direct,campaign_type,30,0.5,spend_lag_14,0.0
Direct,campaign_type,30,0.5,spend_rolling_mean_7d,0.0
Direct,campaign_type,30,0.5,spend_rolling_mean_14d,0.0
Direct,campaign_type,30,0.5,spend_rolling_mean_30d,0.0
Direct,campaign_type,30,0.5,revenue_rolling_mean_7d,483.524
Direct,campaign_type,30,0.5,revenue_rolling_mean_14d,794.7211
Direct,campaign_type,30,0.5,revenue_rolling_mean_30d,-891.0518
Direct,campaign_type,30,0.5,spend_share_of_total,0.0
Direct,campaign_type,30,0.5,days_since_start,0.0
Direct,campaign_type,30,0.5,month_sin,0.0
Direct,campaign_type,30,0.5,month_cos,0.0
Direct,campaign_type,30,0.5,dayofmonth_sin,-3178.2912
Direct,campaign_type,30,0.5,dayofmonth_cos,237.2981
Direct,campaign_type,30,0.5,is_weekend,25.8367
Direct,campaign_type,30,0.5,target_spend_30d,0.0
Direct,campaign_type,30,0.5,dow_Monday,15.2104
Direct,campaign_type,30,0.5,dow_Saturday,-0.5258
Direct,campaign_type,30,0.5,dow_Sunday,0.1665
Direct,campaign_type,30,0.5,dow_Thursday,4.4032
Direct,campaign_type,30,0.5,dow_Tuesday,-6.1728
Direct,campaign_type,30,0.5,dow_Wednesday,6.097
Direct,campaign_type,30,0.9,spend,0.0
Direct,campaign_type,30,0.9,spend_lag_1,0.0
Direct,campaign_type,30,0.9,spend_lag_7,0.0
Direct,campaign_type,30,0.9,spend_lag_14,0.0
Direct,campaign_type,30,0.9,spend_rolling_mean_7d,0.0
Direct,campaign_type,30,0.9,spend_rolling_mean_14d,0.0
Direct,campaign_type,30,0.9,spend_rolling_mean_30d,0.0
Direct,campaign_type,30,0.9,revenue_rolling_mean_7d,-2449.0185
Direct,campaign_type,30,0.9,revenue_rolling_mean_14d,1489.1322
Direct,campaign_type,30,0.9,revenue_rolling_mean_30d,9.2825
Direct,campaign_type,30,0.9,spend_share_of_total,0.0
Direct,campaign_type,30,0.9,days_since_start,0.0
Direct,campaign_type,30,0.9,month_sin,0.0
Direct,campaign_type,30,0.9,month_cos,0.0
Direct,campaign_type,30,0.9,dayofmonth_sin,-506.6838
Direct,campaign_type,30,0.9,dayofmonth_cos,46.2368
Direct,campaign_type,30,0.9,is_weekend,-6.7348
Direct,campaign_type,30,0.9,target_spend_30d,0.0
Direct,campaign_type,30,0.9,dow_Monday,-2.6729
Direct,campaign_type,30,0.9,dow_Saturday,-1.3963
Direct,campaign_type,30,0.9,dow_Sunday,-13.4601
Direct,campaign_type,30,0.9,dow_Thursday,3.514
Direct,campaign_type,30,0.9,dow_Tuesday,0.7519
Direct,campaign_type,30,0.9,dow_Wednesday,1.0753
Direct,campaign_type,60,0.1,spend,0.0
Direct,campaign_type,60,0.1,spend_lag_1,0.0
Direct,campaign_type,60,0.1,spend_lag_7,0.0
Direct,campaign_type,60,0.1,spend_lag_14,0.0
Direct,campaign_type,60,0.1,spend_rolling_mean_7d,0.0
Direct,campaign_type,60,0.1,spend_rolling_mean_14d,0.0
Direct,campaign_type,60,0.1,spend_rolling_mean_30d,0.0
Direct,campaign_type,60,0.1,revenue_rolling_mean_7d,357.7829
Direct,campaign_type,60,0.1,revenue_rolling_mean_14d,522.9652
Direct,campaign_type,60,0.1,revenue_rolling_mean_30d,60.9167
Direct,campaign_type,60,0.1,spend_share_of_total,0.0
Direct,campaign_type,60,0.1,days_since_start,0.0
Direct,campaign_type,60,0.1,month_sin,0.0
Direct,campaign_type,60,0.1,month_cos,0.0
Direct,campaign_type,60,0.1,dayofmonth_sin,128.7488
Direct,campaign_type,60,0.1,dayofmonth_cos,520.0301
Direct,campaign_type,60,0.1,is_weekend,-4.0308
Direct,campaign_type,60,0.1,target_spend_60d,0.0
Direct,campaign_type,60,0.1,dow_Monday,22.2216
Direct,campaign_type,60,0.1,dow_Saturday,117.1375
Direct,campaign_type,60,0.1,dow_Sunday,68.2509
Direct,campaign_type,60,0.1,dow_Thursday,-1.1299
Direct,campaign_type,60,0.1,dow_Tuesday,-3.6428
Direct,campaign_type,60,0.1,dow_Wednesday,-0.2159
Direct,campaign_type,60,0.5,spend,0.0
Direct,campaign_type,60,0.5,spend_lag_1,0.0
Direct,campaign_type,60,0.5,spend_lag_7,0.0
Direct,campaign_type,60,0.5,spend_lag_14,0.0
Direct,campaign_type,60,0.5,spend_rolling_mean_7d,0.0
Direct,campaign_type,60,0.5,spend_rolling_mean_14d,0.0
Direct,campaign_type,60,0.5,spend_rolling_mean_30d,0.0
Direct,campaign_type,60,0.5,revenue_rolling_mean_7d,-907.127
Direct,campaign_type,60,0.5,revenue_rolling_mean_14d,-712.0927
Direct,campaign_type,60,0.5,revenue_rolling_mean_30d,108.0192
Direct,campaign_type,60,0.5,spend_share_of_total,0.0
Direct,campaign_type,60,0.5,days_since_start,0.0
Direct,campaign_type,60,0.5,month_sin,0.0
Direct,campaign_type,60,0.5,month_cos,0.0
Direct,campaign_type,60,0.5,dayofmonth_sin,297.6186
Direct,campaign_type,60,0.5,dayofmonth_cos,66.7211
Direct,campaign_type,60,0.5,is_weekend,0.3827
Direct,campaign_type,60,0.5,target_spend_60d,0.0
Direct,campaign_type,60,0.5,dow_Monday,3.0669
Direct,campaign_type,60,0.5,dow_Saturday,1.9658
Direct,campaign_type,60,0.5,dow_Sunday,-0.0673
Direct,campaign_type,60,0.5,dow_Thursday,1.9253
Direct,campaign_type,60,0.5,dow_Tuesday,10.782
Direct,campaign_type,60,0.5,dow_Wednesday,2.4995
Direct,campaign_type,60,0.9,spend,0.0
Direct,campaign_type,60,0.9,spend_lag_1,0.0
Direct,campaign_type,60,0.9,spend_lag_7,0.0
Direct,campaign_type,60,0.9,spend_lag_14,0.0
Direct,campaign_type,60,0.9,spend_rolling_mean_7d,0.0
Direct,campaign_type,60,0.9,spend_rolling_mean_14d,0.0
Direct,campaign_type,60,0.9,spend_rolling_mean_30d,0.0
Direct,campaign_type,60,0.9,revenue_rolling_mean_7d,15.4754
Direct,campaign_type,60,0.9,revenue_rolling_mean_14d,340.6251
Direct,campaign_type,60,0.9,revenue_rolling_mean_30d,61.2263
Direct,campaign_type,60,0.9,spend_share_of_total,0.0
Direct,campaign_type,60,0.9,days_since_start,0.0
Direct,campaign_type,60,0.9,month_sin,0.0
Direct,campaign_type,60,0.9,month_cos,0.0
Direct,campaign_type,60,0.9,dayofmonth_sin,449.6246
Direct,campaign_type,60,0.9,dayofmonth_cos,129.3188
Direct,campaign_type,60,0.9,is_weekend,1.0211
Direct,campaign_type,60,0.9,target_spend_60d,0.0
Direct,campaign_type,60,0.9,dow_Monday,-2.856
Direct,campaign_type,60,0.9,dow_Saturday,0.0
Direct,campaign_type,60,0.9,dow_Sunday,3.7435
Direct,campaign_type,60,0.9,dow_Thursday,0.3532
Direct,campaign_type,60,0.9,dow_Tuesday,-0.3185
Direct,campaign_type,60,0.9,dow_Wednesday,-3.517
Direct,campaign_type,90,0.1,spend,0.0
Direct,campaign_type,90,0.1,spend_lag_1,0.0
Direct,campaign_type,90,0.1,spend_lag_7,0.0
Direct,campaign_type,90,0.1,spend_lag_14,0.0
Direct,campaign_type,90,0.1,spend_rolling_mean_7d,0.0
Direct,campaign_type,90,0.1,spend_rolling_mean_14d,0.0
Direct,campaign_type,90,0.1,spend_rolling_mean_30d,0.0
Direct,campaign_type,90,0.1,revenue_rolling_mean_7d,58.6147
Direct,campaign_type,90,0.1,revenue_rolling_mean_14d,-349.0402
Direct,campaign_type,90,0.1,revenue_rolling_mean_30d,-50.5782
Direct,campaign_type,90,0.1,spend_share_of_total,0.0
Direct,campaign_type,90,0.1,days_since_start,0.0
Direct,campaign_type,90,0.1,month_sin,0.0
Direct,campaign_type,90,0.1,month_cos,0.0
Direct,campaign_type,90,0.1,dayofmonth_sin,245.7922
Direct,campaign_type,90,0.1,dayofmonth_cos,17.1349
Direct,campaign_type,90,0.1,is_weekend,-5.3422
Direct,campaign_type,90,0.1,target_spend_90d,0.0
Direct,campaign_type,90,0.1,dow_Monday,3.2849
Direct,campaign_type,90,0.1,dow_Saturday,-1.7719
Direct,campaign_type,90,0.1,dow_Sunday,-3.0995
Direct,campaign_type,90,0.1,dow_Thursday,-0.2432
Direct,campaign_type,90,0.1,dow_Tuesday,0.2932
Direct,campaign_type,90,0.1,dow_Wednesday,-3.1026
Direct,campaign_type,90,0.5,spend,0.0
Direct,campaign_type,90,0.5,spend_lag_1,0.0
Direct,campaign_type,90,0.5,spend_lag_7,0.0
Direct,campaign_type,90,0.5,spend_lag_14,0.0
Direct,campaign_type,90,0.5,spend_rolling_mean_7d,0.0
Direct,campaign_type,90,0.5,spend_rolling_mean_14d,0.0
Direct,campaign_type,90,0.5,spend_rolling_mean_30d,0.0
Direct,campaign_type,90,0.5,revenue_rolling_mean_7d,1300.8543
Direct,campaign_type,90,0.5,revenue_rolling_mean_14d,808.2008
Direct,campaign_type,90,0.5,revenue_rolling_mean_30d,279.367
Direct,campaign_type,90,0.5,spend_share_of_total,0.0
Direct,campaign_type,90,0.5,days_since_start,0.0
Direct,campaign_type,90,0.5,month_sin,0.0
Direct,campaign_type,90,0.5,month_cos,0.0
Direct,campaign_type,90,0.5,dayofmonth_sin,106.728
Direct,campaign_type,90,0.5,dayofmonth_cos,-418.7503
Direct,campaign_type,90,0.5,is_weekend,3.5429
Direct,campaign_type,90,0.5,target_spend_90d,0.0
Direct,campaign_type,90,0.5,dow_Monday,-2.7305
Direct,campaign_type,90,0.5,dow_Saturday,-13.6848
Direct,campaign_type,90,0.5,dow_Sunday,0.3131
Direct,campaign_type,90,0.5,dow_Thursday,-2.5741
Direct,campaign_type,90,0.5,dow_Tuesday,0.4188
Direct,campaign_type,90,0.5,dow_Wednesday,27.0206
Direct,campaign_type,90,0.9,spend,0.0
Direct,campaign_type,90,0.9,spend_lag_1,0.0
Direct,campaign_type,90,0.9,spend_lag_7,0.0
Direct,campaign_type,90,0.9,spend_lag_14,0.0
Direct,campaign_type,90,0.9,spend_rolling_mean_7d,0.0
Direct,campaign_type,90,0.9,spend_rolling_mean_14d,0.0
Direct,campaign_type,90,0.9,spend_rolling_mean_30d,0.0
Direct,campaign_type,90,0.9,revenue_rolling_mean_7d,-4313.4768
Direct,campaign_type,90,0.9,revenue_rolling_mean_14d,1307.991
Direct,campaign_type,90,0.9,revenue_rolling_mean_30d,-4777.3202
Direct,campaign_type,90,0.9,spend_share_of_total,0.0
Direct,campaign_type,90,0.9,days_since_start,0.0
Direct,campaign_type,90,0.9,month_sin,0.0
Direct,campaign_type,90,0.9,month_cos,0.0
Direct,campaign_type,90,0.9,dayofmonth_sin,687.7211
Direct,campaign_type,90,0.9,dayofmonth_cos,-6.7562
Direct,campaign_type,90,0.9,is_weekend,54.4945
Direct,campaign_type,90,0.9,target_spend_90d,0.0
Direct,campaign_type,90,0.9,dow_Monday,-15.195
Direct,campaign_type,90,0.9,dow_Saturday,11.9928
Direct,campaign_type,90,0.9,dow_Sunday,80.3438
Direct,campaign_type,90,0.9,dow_Thursday,5.3366
Direct,campaign_type,90,0.9,dow_Tuesday,-2.7796
Direct,campaign_type,90,0.9,dow_Wednesday,-1.7595
Organic_Search,campaign_type,30,0.1,spend,0.0
Organic_Search,campaign_type,30,0.1,spend_lag_1,0.0
Organic_Search,campaign_type,30,0.1,spend_lag_7,0.0
Organic_Search,campaign_type,30,0.1,spend_lag_14,0.0
Organic_Search,campaign_type,30,0.1,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,30,0.1,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,30,0.1,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,30,0.1,revenue_rolling_mean_7d,166.7373
Organic_Search,campaign_type,30,0.1,revenue_rolling_mean_14d,439.3444
Organic_Search,campaign_type,30,0.1,revenue_rolling_mean_30d,394.9003
Organic_Search,campaign_type,30,0.1,spend_share_of_total,0.0
Organic_Search,campaign_type,30,0.1,days_since_start,0.0
Organic_Search,campaign_type,30,0.1,month_sin,0.0
Organic_Search,campaign_type,30,0.1,month_cos,0.0
Organic_Search,campaign_type,30,0.1,dayofmonth_sin,-49.377
Organic_Search,campaign_type,30,0.1,dayofmonth_cos,35.9295
Organic_Search,campaign_type,30,0.1,is_weekend,0.6479
Organic_Search,campaign_type,30,0.1,target_spend_30d,0.0
Organic_Search,campaign_type,30,0.1,dow_Monday,-5.3546
Organic_Search,campaign_type,30,0.1,dow_Saturday,2.9495
Organic_Search,campaign_type,30,0.1,dow_Sunday,0.7136
Organic_Search,campaign_type,30,0.1,dow_Thursday,116.7935
Organic_Search,campaign_type,30,0.1,dow_Tuesday,-0.0486
Organic_Search,campaign_type,30,0.1,dow_Wednesday,0.3492
Organic_Search,campaign_type,30,0.5,spend,0.0
Organic_Search,campaign_type,30,0.5,spend_lag_1,0.0
Organic_Search,campaign_type,30,0.5,spend_lag_7,0.0
Organic_Search,campaign_type,30,0.5,spend_lag_14,0.0
Organic_Search,campaign_type,30,0.5,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,30,0.5,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,30,0.5,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,30,0.5,revenue_rolling_mean_7d,-220.7674
Organic_Search,campaign_type,30,0.5,revenue_rolling_mean_14d,691.2391
Organic_Search,campaign_type,30,0.5,revenue_rolling_mean_30d,60.5567
Organic_Search,campaign_type,30,0.5,spend_share_of_total,0.0
Organic_Search,campaign_type,30,0.5,days_since_start,0.0
Organic_Search,campaign_type,30,0.5,month_sin,0.0
Organic_Search,campaign_type,30,0.5,month_cos,0.0
Organic_Search,campaign_type,30,0.5,dayofmonth_sin,-684.3864
Organic_Search,campaign_type,30,0.5,dayofmonth_cos,68.0119
Organic_Search,campaign_type,30,0.5,is_weekend,2.0971
Organic_Search,campaign_type,30,0.5,target_spend_30d,0.0
Organic_Search,campaign_type,30,0.5,dow_Monday,-17.4343
Organic_Search,campaign_type,30,0.5,dow_Saturday,1.3596
Organic_Search,campaign_type,30,0.5,dow_Sunday,-4.5508
Organic_Search,campaign_type,30,0.5,dow_Thursday,0.0042
Organic_Search,campaign_type,30,0.5,dow_Tuesday,0.0296
Organic_Search,campaign_type,30,0.5,dow_Wednesday,17.249
Organic_Search,campaign_type,30,0.9,spend,0.0
Organic_Search,campaign_type,30,0.9,spend_lag_1,0.0
Organic_Search,campaign_type,30,0.9,spend_lag_7,0.0
Organic_Search,campaign_type,30,0.9,spend_lag_14,0.0
Organic_Search,campaign_type,30,0.9,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,30,0.9,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,30,0.9,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,30,0.9,revenue_rolling_mean_7d,-402.7986
Organic_Search,campaign_type,30,0.9,revenue_rolling_mean_14d,107.7734
Organic_Search,campaign_type,30,0.9,revenue_rolling_mean_30d,55.6177
Organic_Search,campaign_type,30,0.9,spend_share_of_total,0.0
Organic_Search,campaign_type,30,0.9,days_since_start,0.0
Organic_Search,campaign_type,30,0.9,month_sin,0.0
Organic_Search,campaign_type,30,0.9,month_cos,0.0
Organic_Search,campaign_type,30,0.9,dayofmonth_sin,-258.0125
Organic_Search,campaign_type,30,0.9,dayofmonth_cos,-23.9747
Organic_Search,campaign_type,30,0.9,is_weekend,-6.2554
Organic_Search,campaign_type,30,0.9,target_spend_30d,0.0
Organic_Search,campaign_type,30,0.9,dow_Monday,0.5946
Organic_Search,campaign_type,30,0.9,dow_Saturday,-6.7753
Organic_Search,campaign_type,30,0.9,dow_Sunday,-5.0254
Organic_Search,campaign_type,30,0.9,dow_Thursday,4.3057
Organic_Search,campaign_type,30,0.9,dow_Tuesday,0.7573
Organic_Search,campaign_type,30,0.9,dow_Wednesday,1.0202
Organic_Search,campaign_type,60,0.1,spend,0.0
Organic_Search,campaign_type,60,0.1,spend_lag_1,0.0
Organic_Search,campaign_type,60,0.1,spend_lag_7,0.0
Organic_Search,campaign_type,60,0.1,spend_lag_14,0.0
Organic_Search,campaign_type,60,0.1,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,60,0.1,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,60,0.1,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,60,0.1,revenue_rolling_mean_7d,-1312.8952
Organic_Search,campaign_type,60,0.1,revenue_rolling_mean_14d,-1189.9542
Organic_Search,campaign_type,60,0.1,revenue_rolling_mean_30d,22.5216
Organic_Search,campaign_type,60,0.1,spend_share_of_total,0.0
Organic_Search,campaign_type,60,0.1,days_since_start,0.0
Organic_Search,campaign_type,60,0.1,month_sin,0.0
Organic_Search,campaign_type,60,0.1,month_cos,0.0
Organic_Search,campaign_type,60,0.1,dayofmonth_sin,181.9485
Organic_Search,campaign_type,60,0.1,dayofmonth_cos,38.1345
Organic_Search,campaign_type,60,0.1,is_weekend,-1.7565
Organic_Search,campaign_type,60,0.1,target_spend_60d,0.0
Organic_Search,campaign_type,60,0.1,dow_Monday,-6.2726
Organic_Search,campaign_type,60,0.1,dow_Saturday,-3.0404
Organic_Search,campaign_type,60,0.1,dow_Sunday,-0.0109
Organic_Search,campaign_type,60,0.1,dow_Thursday,-3.2874
Organic_Search,campaign_type,60,0.1,dow_Tuesday,-135.5663
Organic_Search,campaign_type,60,0.1,dow_Wednesday,-0.4299
Organic_Search,campaign_type,60,0.5,spend,0.0
Organic_Search,campaign_type,60,0.5,spend_lag_1,0.0
Organic_Search,campaign_type,60,0.5,spend_lag_7,0.0
Organic_Search,campaign_type,60,0.5,spend_lag_14,0.0
Organic_Search,campaign_type,60,0.5,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,60,0.5,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,60,0.5,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,60,0.5,revenue_rolling_mean_7d,203.8664
Organic_Search,campaign_type,60,0.5,revenue_rolling_mean_14d,69.3574
Organic_Search,campaign_type,60,0.5,revenue_rolling_mean_30d,116.5932
Organic_Search,campaign_type,60,0.5,spend_share_of_total,0.0
Organic_Search,campaign_type,60,0.5,days_since_start,0.0
Organic_Search,campaign_type,60,0.5,month_sin,0.0
Organic_Search,campaign_type,60,0.5,month_cos,0.0
Organic_Search,campaign_type,60,0.5,dayofmonth_sin,178.4917
Organic_Search,campaign_type,60,0.5,dayofmonth_cos,77.1312
Organic_Search,campaign_type,60,0.5,is_weekend,5.9235
Organic_Search,campaign_type,60,0.5,target_spend_60d,0.0
Organic_Search,campaign_type,60,0.5,dow_Monday,9.418
Organic_Search,campaign_type,60,0.5,dow_Saturday,0.0364
Organic_Search,campaign_type,60,0.5,dow_Sunday,0.36
Organic_Search,campaign_type,60,0.5,dow_Thursday,1.7817
Organic_Search,campaign_type,60,0.5,dow_Tuesday,2.2154
Organic_Search,campaign_type,60,0.5,dow_Wednesday,3.1009
Organic_Search,campaign_type,60,0.9,spend,0.0
Organic_Search,campaign_type,60,0.9,spend_lag_1,0.0
Organic_Search,campaign_type,60,0.9,spend_lag_7,0.0
Organic_Search,campaign_type,60,0.9,spend_lag_14,0.0
Organic_Search,campaign_type,60,0.9,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,60,0.9,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,60,0.9,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,60,0.9,revenue_rolling_mean_7d,-73.2713
Organic_Search,campaign_type,60,0.9,revenue_rolling_mean_14d,-81.165
Organic_Search,campaign_type,60,0.9,revenue_rolling_mean_30d,26.2455
Organic_Search,campaign_type,60,0.9,spend_share_of_total,0.0
Organic_Search,campaign_type,60,0.9,days_since_start,0.0
Organic_Search,campaign_type,60,0.9,month_sin,0.0
Organic_Search,campaign_type,60,0.9,month_cos,0.0
Organic_Search,campaign_type,60,0.9,dayofmonth_sin,106.2632
Organic_Search,campaign_type,60,0.9,dayofmonth_cos,-60.1917
Organic_Search,campaign_type,60,0.9,is_weekend,6.3708
Organic_Search,campaign_type,60,0.9,target_spend_60d,0.0
Organic_Search,campaign_type,60,0.9,dow_Monday,2.412
Organic_Search,campaign_type,60,0.9,dow_Saturday,-15.4245
Organic_Search,campaign_type,60,0.9,dow_Sunday,1.2372
Organic_Search,campaign_type,60,0.9,dow_Thursday,5.489
Organic_Search,campaign_type,60,0.9,dow_Tuesday,-0.5968
Organic_Search,campaign_type,60,0.9,dow_Wednesday,2.0574
Organic_Search,campaign_type,90,0.1,spend,0.0
Organic_Search,campaign_type,90,0.1,spend_lag_1,0.0
Organic_Search,campaign_type,90,0.1,spend_lag_7,0.0
Organic_Search,campaign_type,90,0.1,spend_lag_14,0.0
Organic_Search,campaign_type,90,0.1,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,90,0.1,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,90,0.1,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,90,0.1,revenue_rolling_mean_7d,428.9746
Organic_Search,campaign_type,90,0.1,revenue_rolling_mean_14d,450.0783
Organic_Search,campaign_type,90,0.1,revenue_rolling_mean_30d,-34.8861
Organic_Search,campaign_type,90,0.1,spend_share_of_total,0.0
Organic_Search,campaign_type,90,0.1,days_since_start,0.0
Organic_Search,campaign_type,90,0.1,month_sin,0.0
Organic_Search,campaign_type,90,0.1,month_cos,0.0
Organic_Search,campaign_type,90,0.1,dayofmonth_sin,113.6706
Organic_Search,campaign_type,90,0.1,dayofmonth_cos,43.5856
Organic_Search,campaign_type,90,0.1,is_weekend,-0.5491
Organic_Search,campaign_type,90,0.1,target_spend_90d,0.0
Organic_Search,campaign_type,90,0.1,dow_Monday,0.1434
Organic_Search,campaign_type,90,0.1,dow_Saturday,-2.6642
Organic_Search,campaign_type,90,0.1,dow_Sunday,-1.6471
Organic_Search,campaign_type,90,0.1,dow_Thursday,0.0164
Organic_Search,campaign_type,90,0.1,dow_Tuesday,92.7421
Organic_Search,campaign_type,90,0.1,dow_Wednesday,-2.6353
Organic_Search,campaign_type,90,0.5,spend,0.0
Organic_Search,campaign_type,90,0.5,spend_lag_1,0.0
Organic_Search,campaign_type,90,0.5,spend_lag_7,0.0
Organic_Search,campaign_type,90,0.5,spend_lag_14,0.0
Organic_Search,campaign_type,90,0.5,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,90,0.5,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,90,0.5,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,90,0.5,revenue_rolling_mean_7d,78.5532
Organic_Search,campaign_type,90,0.5,revenue_rolling_mean_14d,387.1414
Organic_Search,campaign_type,90,0.5,revenue_rolling_mean_30d,-23.2075
Organic_Search,campaign_type,90,0.5,spend_share_of_total,0.0
Organic_Search,campaign_type,90,0.5,days_since_start,0.0
Organic_Search,campaign_type,90,0.5,month_sin,0.0
Organic_Search,campaign_type,90,0.5,month_cos,0.0
Organic_Search,campaign_type,90,0.5,dayofmonth_sin,121.8024
Organic_Search,campaign_type,90,0.5,dayofmonth_cos,-33.5875
Organic_Search,campaign_type,90,0.5,is_weekend,20.9707
Organic_Search,campaign_type,90,0.5,target_spend_90d,0.0
Organic_Search,campaign_type,90,0.5,dow_Monday,-4.4322
Organic_Search,campaign_type,90,0.5,dow_Saturday,-1.0686
Organic_Search,campaign_type,90,0.5,dow_Sunday,23.094
Organic_Search,campaign_type,90,0.5,dow_Thursday,-1.6943
Organic_Search,campaign_type,90,0.5,dow_Tuesday,6.7677
Organic_Search,campaign_type,90,0.5,dow_Wednesday,-3.8243
Organic_Search,campaign_type,90,0.9,spend,0.0
Organic_Search,campaign_type,90,0.9,spend_lag_1,0.0
Organic_Search,campaign_type,90,0.9,spend_lag_7,0.0
Organic_Search,campaign_type,90,0.9,spend_lag_14,0.0
Organic_Search,campaign_type,90,0.9,spend_rolling_mean_7d,0.0
Organic_Search,campaign_type,90,0.9,spend_rolling_mean_14d,0.0
Organic_Search,campaign_type,90,0.9,spend_rolling_mean_30d,0.0
Organic_Search,campaign_type,90,0.9,revenue_rolling_mean_7d,433.9697
Organic_Search,campaign_type,90,0.9,revenue_rolling_mean_14d,4345.1415
Organic_Search,campaign_type,90,0.9,revenue_rolling_mean_30d,332.9523
Organic_Search,campaign_type,90,0.9,spend_share_of_total,0.0
Organic_Search,campaign_type,90,0.9,days_since_start,0.0
Organic_Search,campaign_type,90,0.9,month_sin,0.0
Organic_Search,campaign_type,90,0.9,month_cos,0.0
Organic_Search,campaign_type,90,0.9,dayofmonth_sin,691.4738
Organic_Search,campaign_type,90,0.9,dayofmonth_cos,-8.2454
Organic_Search,campaign_type,90,0.9,is_weekend,10.0611
Organic_Search,campaign_type,90,0.9,target_spend_90d,0.0
Organic_Search,campaign_type,90,0.9,dow_Monday,-0.5144
Organic_Search,campaign_type,90,0.9,dow_Saturday,0.2924
Organic_Search,campaign_type,90,0.9,dow_Sunday,1.5321
Organic_Search,campaign_type,90,0.9,dow_Thursday,6.2184
Organic_Search,campaign_type,90,0.9,dow_Tuesday,-0.6622
Organic_Search,campaign_type,90,0.9,dow_Wednesday,-5.6465
Email,campaign_type,30,0.1,spend,0.0
Email,campaign_type,30,0.1,spend_lag_1,0.0
Email,campaign_type,30,0.1,spend_lag_7,0.0
Email,campaign_type,30,0.1,spend_lag_14,0.0
Email,campaign_type,30,0.1,spend_rolling_mean_7d,0.0
Email,campaign_type,30,0.1,spend_rolling_mean_14d,0.0
Email,campaign_type,30,0.1,spend_rolling_mean_30d,0.0
Email,campaign_type,30,0.1,revenue_rolling_mean_7d,4000.9178
Email,campaign_type,30,0.1,revenue_rolling_mean_14d,-112.8914
Email,campaign_type,30,0.1,revenue_rolling_mean_30d,212.641
Email,campaign_type,30,0.1,spend_share_of_total,0.0
Email,campaign_type,30,0.1,days_since_start,0.0
Email,campaign_type,30,0.1,month_sin,0.0
Email,campaign_type,30,0.1,month_cos,0.0
Email,campaign_type,30,0.1,dayofmonth_sin,-268.1762
Email,campaign_type,30,0.1,dayofmonth_cos,-153.8764
Email,campaign_type,30,0.1,is_weekend,16.0625
Email,campaign_type,30,0.1,target_spend_30d,0.0
Email,campaign_type,30,0.1,dow_Monday,-4.248
Email,campaign_type,30,0.1,dow_Saturday,12.3903
Email,campaign_type,30,0.1,dow_Sunday,1.8757
Email,campaign_type,30,0.1,dow_Thursday,-0.1816
Email,campaign_type,30,0.1,dow_Tuesday,2.1309
Email,campaign_type,30,0.1,dow_Wednesday,0.5676
Email,campaign_type,30,0.5,spend,0.0
Email,campaign_type,30,0.5,spend_lag_1,0.0
Email,campaign_type,30,0.5,spend_lag_7,0.0
Email,campaign_type,30,0.5,spend_lag_14,0.0
Email,campaign_type,30,0.5,spend_rolling_mean_7d,0.0
Email,campaign_type,30,0.5,spend_rolling_mean_14d,0.0
Email,campaign_type,30,0.5,spend_rolling_mean_30d,0.0
Email,campaign_type,30,0.5,revenue_rolling_mean_7d,159.0055
Email,campaign_type,30,0.5,revenue_rolling_mean_14d,296.5811
Email,campaign_type,30,0.5,revenue_rolling_mean_30d,413.8356
Email,campaign_type,30,0.5,spend_share_of_total,0.0
Email,campaign_type,30,0.5,days_since_start,0.0
Email,campaign_type,30,0.5,month_sin,0.0
Email,campaign_type,30,0.5,month_cos,0.0
Email,campaign_type,30,0.5,dayofmonth_sin,-245.2701
Email,campaign_type,30,0.5,dayofmonth_cos,-99.1088
Email,campaign_type,30,0.5,is_weekend,2.4917
Email,campaign_type,30,0.5,target_spend_30d,0.0
Email,campaign_type,30,0.5,dow_Monday,5.8309
Email,campaign_type,30,0.5,dow_Saturday,5.3547
